"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0051310","GO:0051310","metaphase chromosome alignment",73,-0.63427128391276,-2.62456864301996,1e-10,7.58305084745763e-09,6.45495093666369e-09,719,"tags=37%, list=8%, signal=34%","DSN1/AURKB/CENPQ/RACGAP1/INCENP/ECT2/ZWILCH/CDCA8/KNTC1/NDC80/KIF18A/KIFC1/KIF2C/SPC24/CDCA5/NEK2/SPAG5/KIF14/KNL1/SPDL1/CCNB1/SGO1/NUF2/BIRC5/CENPE/CENPF/SPC25"
"GO:0051783","GO:0051783","regulation of nuclear division",85,-0.617600988574418,-2.62278793161135,1e-10,7.58305084745763e-09,6.45495093666369e-09,707,"tags=41%, list=8%, signal=38%","AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/CDC25C/SPC24/PDXP/MAD2L1/CDCA2/NEK2/PLK1/CHEK1/UBE2C/ZWINT/KNL1/SPDL1/NUSAP1/CCNB1/RAD51AP1/TRIP13/NUF2/ESPL1/BUB1/EREG/BIRC5/MKI67/CENPF/CDC20/SPC25/DLGAP5"
"GO:0090068","GO:0090068","positive regulation of cell cycle process",154,-0.553760259614054,-2.61799615591586,1e-10,7.58305084745763e-09,6.45495093666369e-09,1120,"tags=36%, list=12%, signal=33%","NCAPH2/NCAPD3/SASS6/GEN1/PLSCR1/ATAD5/RRM2/KIF23/AURKB/SVIL/RACGAP1/DTL/STIL/CDC25B/INCENP/CDC7/ECT2/CDCA8/NDC80/RHNO1/RAD51C/DDX11/CDC25C/NCAPD2/NCAPG/PLK4/RANBP1/TFDP1/RRM1/CDC6/CDCA5/SMC2/MAD2L1/GPSM2/NCAPG2/SPAG5/UBE2C/KIF14/NCAPH/E2F8/NUSAP1/CCNB1/RAD51AP1/FEN1/CIT/CDC25A/ESPL1/BUB1/CDK1/EREG/BIRC5/APP/E2F7/IGF1R/CDC20/DLGAP5"
"GO:0051301","GO:0051301","cell division",404,-0.493979142806495,-2.61378990515887,1e-10,7.58305084745763e-09,6.45495093666369e-09,931,"tags=29%, list=10%, signal=27%","TUBA1C/CTDP1/WDR5/KIF20A/HAUS1/CCP110/LIG1/ANLN/UBE2S/SKA2/CDK3/KIF23/VRK1/DSN1/AURKB/SVIL/RACGAP1/ING2/CDK2/GNL3/ANAPC15/LRRCC1/CDC25B/INCENP/CDC7/TUBA1B/ECT2/SKA3/ZWILCH/CDCA8/SMC1A/BUB1B/KNTC1/NDC80/CABLES2/PRC1/MIS18A/CDC25C/NCAPD2/NCAPG/CKAP5/SGO2/KIFC1/KIF2C/OIP5/RBBP8/CENPW/SPC24/TUBB/SAPCD2/CDC6/MYH10/PDXP/ITGB3BP/CDCA5/TIPIN/TIMELESS/SMC2/MAD2L1/CDCA2/NEK2/CKS1B/CCNB2/KIF18B/PLK1/GPSM2/NCAPG2/CENPS/CDCA3/SPAG5/UBE2C/TPX2/KIF14/IQGAP3/CCNE2/ZWINT/SKA1/KNL1/HELLS/NCAPH/E2F8/SPDL1/BRIP1/NUSAP1/CCNB1/SGO1/CIT/CDC25A/PTTG1/VEGFA/NUF2/KIF11/STMN1/PIMREG/ESPL1/BUB1/KIF4A/CCNA2/CCNF/CDK1/EREG/KIF4B/BIRC5/CENPE/E2F7/CENPA/CDK14/CENPF/TOP2A/WEE1/ASPM/IGF1R/CDC20/SPC25/CEP55/LEF1/OSM"
"GO:0051303","GO:0051303","establishment of chromosome localization",78,-0.614077249785934,-2.57279613913705,1e-10,7.58305084745763e-09,6.45495093666369e-09,719,"tags=35%, list=8%, signal=32%","DSN1/AURKB/CENPQ/RACGAP1/INCENP/ECT2/ZWILCH/CDCA8/KNTC1/NDC80/KIF18A/KIFC1/KIF2C/SPC24/CDCA5/NEK2/SPAG5/KIF14/KNL1/SPDL1/CCNB1/SGO1/NUF2/BIRC5/CENPE/CENPF/SPC25"
"GO:0048285","GO:0048285","organelle fission",298,-0.505012586195961,-2.56786570275564,1e-10,7.58305084745763e-09,6.45495093666369e-09,1298,"tags=37%, list=14%, signal=33%","KIF2A/MTFR2/RAD1/RAN/CCNE1/CORO1C/MAD2L2/SMC3/KIF22/PSMC3IP/NCAPH2/CHEK2/MIS12/NCAPD3/GEN1/CDK5RAP2/HASPIN/CTDP1/ANLN/UBE2S/TDRD9/KIF23/DSN1/AURKB/RACGAP1/MTFP1/ING2/RAD51D/NDC1/ANAPC15/CDC25B/INCENP/FANCA/ZWILCH/CDCA8/SMC1A/MYBL1/BUB1B/KNTC1/NDC80/TTK/RAD51C/KIF18A/PRC1/FANCD2/CDC25C/NCAPD2/RAD54B/NCAPG/KIFC1/KIF2C/RANBP1/SPC24/LRRK2/CENPK/MYBL2/PDXP/CDCA5/SMC2/RAD54L/MAD2L1/CDCA2/CENPI/NEK2/DMC1/MND1/CCNB2/RAD51/KIF18B/PLK1/NCAPG2/CHEK1/EME1/CENPS/SPAG5/UBE2C/TPX2/KIF14/CCNE2/ZWINT/KNL1/NCAPH/SPDL1/BRIP1/NUSAP1/CCNB1/SGO1/RAD51AP1/TRIP13/PTTG1/NUF2/PTTG2/KIF11/ESPL1/BUB1/KIF4A/CDK1/EREG/KIF4B/BIRC5/CENPE/MKI67/CENPF/TOP2A/ASPM/CDC20/SPC25/PTTG3P/DLGAP5"
"GO:0140014","GO:0140014","mitotic nuclear division",196,-0.518567309579065,-2.50755367668349,1e-10,7.58305084745763e-09,6.45495093666369e-09,1298,"tags=39%, list=14%, signal=34%","KIF2A/RAN/MAD2L2/SMC3/KIF22/NCAPH2/CHEK2/MIS12/NCAPD3/GEN1/CDK5RAP2/HASPIN/CTDP1/ANLN/UBE2S/KIF23/DSN1/AURKB/RACGAP1/ANAPC15/INCENP/ZWILCH/CDCA8/SMC1A/BUB1B/KNTC1/NDC80/TTK/KIF18A/PRC1/CDC25C/NCAPD2/NCAPG/KIFC1/KIF2C/RANBP1/SPC24/CENPK/MYBL2/PDXP/CDCA5/SMC2/MAD2L1/CDCA2/CENPI/NEK2/KIF18B/PLK1/NCAPG2/CHEK1/SPAG5/UBE2C/TPX2/KIF14/ZWINT/KNL1/NCAPH/SPDL1/NUSAP1/CCNB1/TRIP13/NUF2/KIF11/ESPL1/BUB1/KIF4A/CDK1/EREG/KIF4B/BIRC5/CENPE/MKI67/CENPF/CDC20/SPC25/DLGAP5"
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling",113,-0.556559528208293,-2.50363086411498,1e-10,7.58305084745763e-09,6.45495093666369e-09,1431,"tags=42%, list=15%, signal=36%","MSH2/PLK3/DONSON/FBXO31/MDC1/MAD2L2/CHEK2/PRKDC/TOPBP1/GEN1/CDK5RAP2/HASPIN/AURKB/DTL/CDK2/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/FANCD2/RBBP8/SPC24/CDC6/TIPIN/MAD2L1/BRCA1/PLK1/CHEK1/EME1/ZWINT/CLSPN/KNL1/SPDL1/CCNB1/TRIP13/ORC1/NUF2/BUB1/CDK1/BIRC5/GTSE1/CENPF/CDC20/SPC25"
"GO:0000075","GO:0000075","cell cycle checkpoint signaling",155,-0.525017441083291,-2.47600583460179,1e-10,7.58305084745763e-09,6.45495093666369e-09,1442,"tags=40%, list=15%, signal=34%","THOC1/MSH2/PLK3/DONSON/FBXO31/MDC1/BRCA2/PTPN11/RAD1/MAD2L2/RNASEH2B/PRPF19/CHEK2/PRKDC/TOPBP1/GEN1/CDK5RAP2/HASPIN/AURKB/DTL/CDK2/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/FBXO4/KNTC1/NDC80/WDR76/RHNO1/TTK/FANCD2/E2F1/RBBP8/SPC24/CDC6/TIPIN/CDC45/TIMELESS/MAD2L1/BRCA1/RAD51/PLK1/CHEK1/EME1/ZWINT/CLSPN/KNL1/SPDL1/BRIP1/CCNB1/TRIP13/ORC1/NUF2/BUB1/CDK1/BIRC5/GTSE1/CENPF/CDC20/SPC25"
"GO:0045787","GO:0045787","positive regulation of cell cycle",181,-0.508425710346726,-2.44775363667386,1e-10,7.58305084745763e-09,6.45495093666369e-09,1135,"tags=34%, list=12%, signal=30%","RARA/NCAPH2/NCAPD3/SASS6/GEN1/ABL1/PLSCR1/FOSL1/ATAD5/RRM2/KIF23/AURKB/SVIL/RACGAP1/DTL/STIL/CDC25B/INCENP/CDC7/ECT2/CDCA8/NDC80/RHNO1/RAD51C/DDX11/CDC25C/NCAPD2/NCAPG/PLK4/LGMN/RANBP1/TFDP1/RRM1/CDC6/CDCA5/SMC2/MAD2L1/GPSM2/NCAPG2/CHEK1/SPAG5/UBE2C/KIF14/NCAPH/E2F8/NUSAP1/CCNB1/RAD51AP1/FEN1/CIT/CDC25A/ESPL1/BUB1/CDK1/EREG/BIRC5/APP/E2F7/IGF1R/CDC20/DLGAP5"
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition",239,-0.474167859690255,-2.35688434744005,1e-10,7.58305084745763e-09,6.45495093666369e-09,1414,"tags=34%, list=15%, signal=30%","EZH2/CPSF3/GPR132/ARID2/PLK3/DONSON/FBXO31/SMARCB1/MAD2L2/CCNH/RCC2/RNASEH2B/CHEK2/SASS6/PRKDC/TOPBP1/GEN1/CDK5RAP2/HASPIN/ATAD5/CTDSPL/RRM2/ANLN/PHF10/RBL1/CDK3/AURKB/DTL/STIL/CDK2/ANAPC15/CDC25B/INCENP/CDC7/ZWILCH/ACTL6A/CDCA8/BUB1B/KNTC1/NDC80/TTK/RAD51C/CDC25C/E2F1/RBBP8/SPC24/TFDP1/RRM1/CDC6/CDCA5/BCL2/MAD2L1/BRCA1/PLK1/CHEK1/UBE2C/KIF14/ZWINT/BCL7A/CLSPN/KNL1/SPDL1/CCNB1/TRIP13/ORC1/INHBA/CDC25A/NUF2/ESPL1/BUB1/CDK1/BIRC5/CENPE/APP/GTSE1/E2F7/CENPF/WEE1/CDC20/SPC25/DLGAP5/PKIA"
"GO:1901987","GO:1901987","regulation of cell cycle phase transition",299,-0.459297712267984,-2.33287337637936,1e-10,7.58305084745763e-09,6.45495093666369e-09,1442,"tags=33%, list=15%, signal=29%","THOC1/MSH2/EZH2/CPSF3/GPR132/ARID2/PLK3/DONSON/FBXO31/MDC1/BRCA2/PTPN11/RAD1/SMARCB1/MAD2L2/CCNH/RCC2/RNASEH2B/PRPF19/CHEK2/SASS6/PRKDC/TOPBP1/GEN1/CDK5RAP2/HASPIN/ATAD5/CTDSPL/RRM2/ANLN/PHF10/RBL1/CDK3/AURKB/DTL/STIL/CDK2/ANAPC15/CDC25B/INCENP/CDC7/ZWILCH/ACTL6A/CDCA8/BUB1B/FBXO4/KNTC1/NDC80/WDR76/RHNO1/TTK/RAD51C/FANCD2/CDC25C/PAXIP1/E2F1/RBBP8/SPC24/TFDP1/RRM1/CDC6/CDCA5/TIPIN/CDC45/BCL2/TIMELESS/MAD2L1/BRCA1/RAD51/PLK1/CHEK1/EME1/UBE2C/KIF14/ZWINT/BCL7A/CLSPN/KNL1/SPDL1/BRIP1/CCNB1/TRIP13/ORC1/INHBA/CDC25A/NUF2/ESPL1/BUB1/CDK1/BIRC5/CENPE/APP/GTSE1/E2F7/CENPF/WEE1/CDC20/SPC25/DLGAP5/PKIA"
"GO:0006310","GO:0006310","DNA recombination",228,-0.468784567477977,-2.32857846661889,1e-10,7.58305084745763e-09,6.45495093666369e-09,1134,"tags=31%, list=12%, signal=28%","PSMD14/PSMC3IP/TONSL/MSH6/WRN/PRKDC/TOPBP1/GEN1/HSPD1/ABL1/UNG/ATAD5/FANCB/WRAP53/MCM5/MMS22L/YEATS4/THAP9/RAD51D/CDC7/RECQL4/ACTL6A/NSD2/MCM7/RHNO1/MCMDC2/RAD51C/GINS4/FANCD2/MCM2/PAXIP1/RAD54B/NUCKS1/XRCC2/GINS2/RBBP8/HMGB1/RPA3/MCM3/MCM4/CDC45/HMGB2/ALYREF/TIMELESS/RAD54L/BRCA1/DMC1/MND1/UHRF1/MCM8/SLC15A4/RAD51/TFRC/CHEK1/EME1/CENPS/HMGB3/POLQ/BRIP1/RMI2/RAD51AP1/TRIP13/FEN1/USP51/IL7R/MCM6/TOP2A/EXO1/LEF1/BCL11B"
"GO:0010948","GO:0010948","negative regulation of cell cycle process",219,-0.468594817081049,-2.30766313967105,1e-10,7.58305084745763e-09,6.45495093666369e-09,1442,"tags=35%, list=15%, signal=30%","THOC1/MSH2/EZH2/GPR132/MDM1/PLK3/DONSON/FBXO31/MDC1/BRCA2/PTPN11/RAD1/MAD2L2/RNASEH2B/PRPF19/CHEK2/PRKDC/TOPBP1/GEN1/CDK5RAP2/HASPIN/CTDSPL/CCP110/RBL1/AURKB/DTL/CDK2/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/FBXO4/KNTC1/NDC80/WDR76/RHNO1/TTK/FANCD2/E2F1/RBBP8/SPC24/CDC6/TIPIN/CDC45/BCL2/TIMELESS/MAD2L1/BRCA1/NEK2/RAD51/PLK1/CHEK1/EME1/ZWINT/CLSPN/KNL1/E2F8/SPDL1/BRIP1/CCNB1/TRIP13/ORC1/INHBA/NUF2/ESPL1/BUB1/CCNF/CDK1/BIRC5/GTSE1/E2F7/CENPF/WEE1/CDC20/SPC25"
"GO:0007346","GO:0007346","regulation of mitotic cell cycle",324,-0.443406109246583,-2.29839246084859,1e-10,7.58305084745763e-09,6.45495093666369e-09,1456,"tags=32%, list=16%, signal=28%","BORA/MSH2/EZH2/CPSF3/GPR132/ARID2/PLK3/DONSON/FBXO31/MDC1/BRCA2/PTPN11/SMARCB1/MAD2L2/CCNH/RCC2/RNASEH2B/CHEK2/SASS6/PRKDC/TOPBP1/GEN1/CDK5RAP2/ABL1/ZMPSTE24/HASPIN/ATAD5/CTDSPL/RRM2/ANLN/PHF10/RBL1/CDK3/AURKB/DTL/STIL/CDK2/ANAPC15/CDC25B/INCENP/CDC7/ZWILCH/ACTL6A/CDCA8/BUB1B/KNTC1/NDC80/TTK/RAD51C/FANCD2/CDC25C/LGMN/E2F1/RBBP8/RPA3/SPC24/TFDP1/RRM1/CDC6/PDXP/CDCA5/TIPIN/BCL2/MAD2L1/CDCA2/BRCA1/FZD3/NEK2/CKS1B/PLK1/CHEK1/EME1/UBE2C/KIF14/ZWINT/BCL7A/CLSPN/KNL1/SPDL1/NUSAP1/CCNB1/GMNN/TRIP13/ORC1/INHBA/CDC25A/NUF2/ESPL1/BUB1/CDK1/EREG/BIRC5/CENPE/APP/GTSE1/E2F7/MKI67/CENPF/WEE1/CDC20/SPC25/DLGAP5/PKIA"
"GO:0044770","GO:0044770","cell cycle phase transition",378,-0.437344362764847,-2.28898217816779,1e-10,7.58305084745763e-09,6.45495093666369e-09,1442,"tags=31%, list=15%, signal=28%","THOC1/MSH2/EZH2/CPSF3/GPR132/ARID2/PLK3/DONSON/FBXO31/MDC1/BRCA2/NPAT/PTPN11/RAD1/SMARCB1/CCNE1/MAD2L2/CCNH/RCC2/RNASEH2B/PRPF19/CHEK2/SASS6/PRKDC/TOPBP1/GEN1/CDK5RAP2/E2F4/HASPIN/CTDP1/ATAD5/CTDSPL/RRM2/ANLN/UBE2S/PHF10/RBL1/E2F2/CDK3/SKP2/AURKB/DTL/STIL/CDK2/POLE/ANAPC15/CDC25B/INCENP/CDC7/ZWILCH/ACTL6A/CDCA8/BUB1B/FBXO4/KNTC1/NDC80/WDR76/RHNO1/TTK/RAD51C/FANCD2/CDC25C/PAXIP1/CUL1/E2F1/RBBP8/SPC24/TFDP1/RRM1/CDC6/CDCA5/TIPIN/CDC45/BCL2/TIMELESS/MAD2L1/BRCA1/CKS1B/CCNB2/RAD51/PLK1/CHEK1/EME1/UBE2C/KIF14/IQGAP3/CCNE2/ZWINT/BCL7A/CLSPN/KNL1/SPDL1/BRIP1/FOXM1/CCNB1/TRIP13/ORC1/INHBA/CDC25A/MELK/NUF2/ESPL1/BUB1/CCNA2/CCNF/CDK1/BIRC5/CENPE/APP/GTSE1/E2F7/CDK14/CENPF/CDKN3/WEE1/CDC20/SPC25/DLGAP5/PKIA"
"GO:0010564","GO:0010564","regulation of cell cycle process",469,-0.427117437171612,-2.28828513133578,1e-10,7.58305084745763e-09,6.45495093666369e-09,1456,"tags=31%, list=16%, signal=27%","BORA/THOC1/MSH2/EZH2/CPSF3/GPR132/MDM1/ARID2/PLK3/DONSON/FBXO31/MDC1/GIT1/BRCA2/PTPN11/RAD1/SMARCB1/MAD2L2/HMGA2/CCNH/RCC2/RNASEH2B/PRPF19/NCAPH2/CHEK2/NCAPD3/SASS6/PRKDC/TOPBP1/GEN1/CDK5RAP2/PLSCR1/BIN1/ZMPSTE24/HASPIN/ATAD5/CTDSPL/KIF20A/RRM2/CCP110/ANLN/PHF10/RBL1/CDK3/KIF23/AURKB/SVIL/RACGAP1/DTL/STIL/CDK2/ANAPC15/CDC25B/INCENP/CDC7/ECT2/ZWILCH/ACTL6A/CDCA8/BUB1B/FBXO4/KNTC1/NDC80/WDR76/RHNO1/TTK/RAD51C/PRC1/FANCD2/DDX11/CDC25C/NCAPD2/PAXIP1/NCAPG/PLK4/E2F1/KIF2C/RANBP1/RBBP8/SPC24/TFDP1/RRM1/CDC6/PDXP/CDCA5/TIPIN/CDC45/BCL2/TIMELESS/SMC2/MAD2L1/CDCA2/BRCA1/NEK2/RAD51/PLK1/GPSM2/NCAPG2/CHEK1/EME1/WDR62/SPAG5/UBE2C/TPX2/KIF14/ZWINT/BCL7A/CLSPN/KNL1/NCAPH/E2F8/SPDL1/BRIP1/NUSAP1/RMI2/CCNB1/RAD51AP1/TRIP13/ORC1/INHBA/FEN1/CIT/CDC25A/NUF2/KIF11/USP51/ESPL1/BUB1/CCNF/CDK1/EREG/BIRC5/CENPE/APP/GTSE1/E2F7/MKI67/CENPF/WEE1/IGF1R/CDC20/SPC25/DLGAP5/PKIA"
"GO:0044772","GO:0044772","mitotic cell cycle phase transition",315,-0.443818286844658,-2.28768064245405,1e-10,7.58305084745763e-09,6.45495093666369e-09,1414,"tags=32%, list=15%, signal=28%","EZH2/CPSF3/GPR132/ARID2/PLK3/DONSON/FBXO31/NPAT/SMARCB1/CCNE1/MAD2L2/CCNH/RCC2/RNASEH2B/CHEK2/SASS6/PRKDC/TOPBP1/GEN1/CDK5RAP2/E2F4/HASPIN/CTDP1/ATAD5/CTDSPL/RRM2/ANLN/UBE2S/PHF10/RBL1/E2F2/CDK3/SKP2/AURKB/DTL/STIL/CDK2/POLE/ANAPC15/CDC25B/INCENP/CDC7/ZWILCH/ACTL6A/CDCA8/BUB1B/KNTC1/NDC80/TTK/RAD51C/CDC25C/CUL1/E2F1/RBBP8/SPC24/TFDP1/RRM1/CDC6/CDCA5/BCL2/MAD2L1/BRCA1/CKS1B/CCNB2/PLK1/CHEK1/UBE2C/KIF14/IQGAP3/CCNE2/ZWINT/BCL7A/CLSPN/KNL1/SPDL1/FOXM1/CCNB1/TRIP13/ORC1/INHBA/CDC25A/MELK/NUF2/ESPL1/BUB1/CCNA2/CCNF/CDK1/BIRC5/CENPE/APP/GTSE1/E2F7/CDK14/CENPF/CDKN3/WEE1/CDC20/SPC25/DLGAP5/PKIA"
"GO:0006302","GO:0006302","double-strand break repair",230,-0.459798226467854,-2.28238213186089,1e-10,7.58305084745763e-09,6.45495093666369e-09,2270,"tags=44%, list=24%, signal=34%","BLM/RFWD3/SMC6/UBE2V2/NABP2/SMARCE1/DCLRE1A/BRD7/TOP2B/ATR/DNA2/RAD51B/NHEJ1/PBRM1/RAD21/NSMCE4A/PARPBP/EXD2/XRCC6/DDX1/ACTB/RUVBL1/ING3/PALB2/XRCC5/UBQLN4/PARP1/MAGEF1/MSH2/ARID2/RECQL/BRCA2/PPP5C/SMARCB1/MAD2L2/HMGA2/PSMD14/PRPF19/TONSL/CHEK2/HPF1/WRN/PRKDC/GEN1/ABL1/TDP1/FANCB/WRAP53/PARP2/PHF10/MCM5/MMS22L/YEATS4/RAD51D/CDC7/RECQL4/ACTL6A/ERCC8/POLA1/ZGRF1/NSD2/MCM7/MCMDC2/RAD51C/GINS4/FANCD2/DDX11/MCM2/RAD54B/NUCKS1/XRCC2/DEK/GINS2/RBBP8/HMGB1/RPA3/MCM3/MCM4/CDCA5/CDC45/HMGB2/TIMELESS/RAD54L/ESCO2/BRCA1/DMC1/UHRF1/MCM8/RAD51/CHEK1/EME1/BCL7A/POLQ/BRIP1/RMI2/FOXM1/RAD51AP1/TRIP13/FEN1/USP51/MCM6"
"GO:0006281","GO:0006281","DNA repair",439,-0.412530671044847,-2.21086998819026,1e-10,7.58305084745763e-09,6.45495093666369e-09,2660,"tags=46%, list=28%, signal=35%","MORF4L2/CEP164/XRCC4/TAF5/SETMAR/PRMT6/AUNIP/DDB1/PDS5A/FIGNL1/TTC5/RNF8/SMC5/POLD3/INO80B/APTX/ATRX/SMARCC1/BRCC3/MSH3/RUVBL2/MRE11/SLC30A9/INIP/IER3/GTF2H3/ZSWIM7/BOD1L1/FAM111A/FMR1/PARK7/BLM/EXO5/RFWD3/SMC6/UBE2V2/NABP2/SMARCE1/DCLRE1A/BRD7/TOP2B/ATR/DNA2/RAD23B/NUDT1/RFC2/CINP/RAD51B/SUMO1/TAF5L/NHEJ1/PBRM1/RAD21/NSMCE4A/GADD45A/BARD1/MNAT1/PARPBP/EXD2/XRCC6/DDX1/RBX1/ACTB/TRIM28/RFC1/RUVBL1/ING3/CETN2/PALB2/XRCC5/BCCIP/NEIL2/UBQLN4/PARP1/MAGEF1/RAD18/UCHL5/CENPX/NEIL3/MSH2/ARID2/TAF4/RECQL/ALKBH2/MDC1/BRCA2/HMGN1/PPP5C/RAD1/SMARCB1/INO80C/DHX9/MAD2L2/SMC3/HMGA2/PDS5B/KIF22/CHAF1B/RNASEH2B/PSMD14/PRPF19/TONSL/MSH6/CHEK2/HPF1/WRN/PRKDC/TOPBP1/GEN1/FAAP24/ABL1/ZMPSTE24/UNG/RFC4/TDP1/FANCB/TRAIP/FH/TTF2/LIG1/WRAP53/PARP2/PHF10/MCM5/MMS22L/SUPT16H/SSRP1/UBE2T/POLD2/FANCE/YEATS4/CHAF1A/DTL/CDK2/RAD51D/POLE/CDC7/WDHD1/FANCA/RECQL4/ACTL6A/SMC1A/ERCC8/FANCC/POLA1/ZGRF1/NSD2/MCM7/RHNO1/MCMDC2/RAD51C/GINS4/FANCD2/DDX11/MCM2/PAXIP1/RFC5/RAD54B/USP1/NUCKS1/FANCG/XRCC2/DEK/GINS2/POLE2/RBBP8/HMGB1/RPA3/FANCI/MCM3/MCM4/RRM1/CDCA5/CDC45/HMGB2/TIMELESS/RFC3/RAD54L/ESCO2/BRCA1/DMC1/UHRF1/MCM8/PCLAF/RAD51/CHEK1/EME1/CENPS/BCL7A/CLSPN/PCNA/POLQ/BRIP1/RMI2/FOXM1/RAD51AP1/TRIP13/FEN1/PTTG1/USP51/MCM6/CDK1/EXO1"
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition",195,-0.468020734718008,-2.26467526788356,1.06323837767286e-10,7.92821416951396e-09,6.74876570249194e-09,1442,"tags=36%, list=15%, signal=31%","THOC1/MSH2/EZH2/GPR132/PLK3/DONSON/FBXO31/MDC1/BRCA2/PTPN11/RAD1/MAD2L2/RNASEH2B/PRPF19/CHEK2/PRKDC/TOPBP1/GEN1/CDK5RAP2/HASPIN/CTDSPL/RBL1/AURKB/DTL/CDK2/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/FBXO4/KNTC1/NDC80/WDR76/RHNO1/TTK/FANCD2/E2F1/RBBP8/SPC24/CDC6/TIPIN/CDC45/BCL2/TIMELESS/MAD2L1/BRCA1/RAD51/PLK1/CHEK1/EME1/ZWINT/CLSPN/KNL1/SPDL1/BRIP1/CCNB1/TRIP13/ORC1/INHBA/NUF2/BUB1/CDK1/BIRC5/GTSE1/E2F7/CENPF/WEE1/CDC20/SPC25"
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis",35,0.775645520428578,2.63920133027336,1.23372547422146e-10,9.04866847814232e-09,7.70253453966048e-09,377,"tags=37%, list=4%, signal=36%","HOXB6/HOXB5/HOXB3/HOXA3/HOXB7/HOXB4/HOXA11/HOXA9/HOXA7/HOXA5/HOXB2/MMP14/BMI1"
"GO:0045786","GO:0045786","negative regulation of cell cycle",257,-0.426071957186977,-2.12316811080748,1.48144893096452e-10,1.06903266405407e-08,9.09996983400616e-09,1447,"tags=32%, list=15%, signal=28%","IPO5/THOC1/MSH2/EZH2/GPR132/MDM1/PLK3/DONSON/FBXO31/MDC1/BRCA2/PTPN11/RAD1/MAD2L2/RNASEH2B/PRPF19/CHEK2/PRKDC/TOPBP1/GEN1/CDK5RAP2/ABL1/HASPIN/CTDSPL/CCP110/RBL1/AURKB/DTL/CDK2/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/FBXO4/KNTC1/NDC80/WDR76/RHNO1/TTK/FANCD2/E2F1/RBBP8/SUV39H1/SPC24/CDC6/TIPIN/NR4A1/CDC45/BCL2/TIMELESS/MAD2L1/BRCA1/FZD3/NEK2/RAD51/PLK1/CHEK1/EME1/ZWINT/CLSPN/ALOX15B/KNL1/E2F8/SPDL1/BRIP1/CCNB1/GMNN/TRIP13/ORC1/INHBA/NUF2/ESPL1/BUB1/CCNF/CDK1/BIRC5/GTSE1/E2F7/CENPF/WEE1/CDC20/SPC25"
"GO:0033044","GO:0033044","regulation of chromosome organization",195,-0.465751103740908,-2.25369289731795,1.59347593027295e-10,1.13162084318114e-08,9.63274171383048e-09,2281,"tags=45%, list=24%, signal=34%","FBXO5/ZW10/HDAC8/SMC6/NABP2/SMARCE1/BRD7/ATR/ANAPC1/HNRNPD/PBRM1/RAD21/CCT2/NSMCE4A/NEK7/MNAT1/KLHL22/SUB1/TPR/ACTB/SMC4/TRIM28/BUB3/RUVBL1/CCT5/XRCC5/MAP3K4/PARP1/DKC1/UCHL5/ARID2/HNRNPA1/SMARCB1/INO80C/MAD2L2/CCT6A/NCAPH2/NCAPD3/GEN1/CDK5RAP2/HASPIN/PHF10/AURKB/HNRNPA2B1/CDK2/GNL3/ANAPC15/INCENP/ZWILCH/ACTL6A/CDCA8/BUB1B/FBXO4/KNTC1/NDC80/TTK/DDX11/NCAPD2/NCAPG/SPC24/CDC6/SMC2/MAD2L1/NEK2/PLK1/NCAPG2/UBE2C/ZWINT/BCL7A/KNL1/NCAPH/SPDL1/RMI2/CCNB1/TRIP13/FEN1/NUF2/ESPL1/BUB1/CDK1/BIRC5/CENPE/CENPF/TOP2A/CDC20/SPC25/DLGAP5"
"GO:0000725","GO:0000725","recombinational repair",137,-0.510678868890332,-2.3596874198648,1.75420108366401e-10,1.22629619504887e-08,1.04386505274612e-08,2418,"tags=50%, list=26%, signal=38%","RUVBL2/MRE11/INIP/ZSWIM7/BLM/RFWD3/SMC6/NABP2/RAD51B/RAD21/NSMCE4A/PARPBP/EXD2/XRCC6/ACTB/RUVBL1/ING3/PALB2/XRCC5/UBQLN4/PARP1/MAGEF1/ARID2/RECQL/BRCA2/MAD2L2/PSMD14/TONSL/WRN/GEN1/ABL1/FANCB/WRAP53/MCM5/MMS22L/YEATS4/RAD51D/CDC7/RECQL4/ACTL6A/MCM7/RHNO1/MCMDC2/RAD51C/GINS4/MCM2/RAD54B/NUCKS1/XRCC2/GINS2/RBBP8/RPA3/MCM3/MCM4/CDC45/TIMELESS/RAD54L/BRCA1/DMC1/UHRF1/MCM8/RAD51/CHEK1/POLQ/RMI2/RAD51AP1/FEN1/USP51/MCM6"
