"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0098609","GO:0098609","cell-cell adhesion",397,0.391909765596406,2.34608442330624,1e-10,2.31897435897436e-09,1.32631578947368e-09,1806,"tags=43%, list=19%, signal=36%","CYP1B1/VSIG4/LGALS3/BCL6/CR1/S100A9/LILRB2/LGALS2/S100A8/TNF/SIRPB1/KLF4/FGL2/IL1RN/ITGAM/S100A11/PTAFR/CEBPB/CD83/VMP1/NFKBIZ/ICAM1/CD86/PLAUR/RGCC/LILRB1/ITGAX/CD1D/NOD2/PELI1/ALOX5/VSIR/CD93/CD4/MAPK7/ADAM8/ANXA1/RARA/ANXA2/ZBTB7B/NINJ1/TNFSF9/JAML/LILRB4/CADM1/HLA-DQA2/KIF26B/ITGB2/CD55/FCGR2B/CRTAM/EMILIN2/MYADM/NLRP3/RIPK2/CSTA/ADAM9/SH2B3/SDC4/EGR3/IL7R/LAPTM5/SIRPA/NFKBID/CX3CR1/AIF1/HLA-DQA1/CD200R1/SPI1/CD44/VEGFA/PECAM1/TNFSF13B/PTPRC/TNFSF14/NR4A3/ACVR1/DPP4/FUT4/PALLD/PLXNB2/HLA-DQB1/ZC3H12A/SLAMF1/IL4R/FLNA/HLA-DQB2/JAK2/RIPOR2/PLEK/CD70/HAVCR2/NPTN/LYN/PRNP/CCDC88B/SELPLG/CD5/IL6ST/MALT1/IRF1/HLA-DRA/CD9/MAP3K8/CD3E/HLA-DMB/EMB/LGALS1/FLOT1/JAG1/GATA3/PDLIM5/ITGAL/FYN/DLG4/CCR7/PTPN6/LPP/CTNNB1/MYH9/CCR2/ADAM19/ZFP36L1/TGFBR2/DUSP10/FOXO3/EZR/MYL12A/PTPN22/HLA-DRB1/SELENOK/PRKCD/HLX/DOCK8/DUSP22/TLN1/TSPAN32/SYK/B2M/PRKCA/CITED2/HLA-DRB5/TYK2/MINK1/ITGB7/FERMT3/NOTCH1/AKNA/ROCK1/CD6/NECTIN2/CD300A/VNN1/IL1RAP/TNFRSF14/HLA-DPB1/STK10/VCL/HLA-E/TGFB1/DUSP3/PCDH9/CD33/GCNT2/HLA-DPA1/ACTB/RAP2B/TRAF6/AFDN"
"GO:0006310","GO:0006310","DNA recombination",217,-0.442978713488163,-2.34447254288802,1e-10,2.31897435897436e-09,1.32631578947368e-09,2212,"tags=45%, list=23%, signal=35%","FANCB/RNF8/MLH1/SMARCAD1/ALYREF/SUPV3L1/MRE11/RECQL4/RAD54L/TSN/RHNO1/NHEJ1/RIF1/GINS4/RBBP8/RFWD3/NSD2/NUCKS1/EXD2/HMGB1/INO80C/TFRC/KDM1A/BARD1/BLM/MRNIP/PAXIP1/RPA1/AUNIP/EXOSC3/HMCES/FANCD2/POLQ/REC8/TOP2A/ATAD5/MAD2L2/PARPBP/KLHDC3/MSH5/PRKDC/ZRANB3/RMI1/RPA3/CENPX/PARP1/TCF3/RAD51AP1/RAD51C/WRN/CCNB1IP1/ACTL6A/TIMELESS/APEX2/APEX1/MMS22L/RAD51D/PSMC3IP/XRCC3/WRAP53/UBQLN4/PALB2/RUVBL1/CDC7/XRCC2/CENPS/FIGNL1/MCM5/RUVBL2/MCM8/MSH6/YEATS4/BRIP1/BRCA1/EME1/ENDOG/FEN1/MND1/HSPD1/MCM7/RAD51/TRIP13/MSH2/RAD54B/CHEK1/MCM3/RMI2/MCM6/UHRF1/MCM4/EXO1/DMC1/CDC45/USP51/ANKLE1/MCM2/UNG/GINS2"
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity",215,0.415584105187268,2.33306005496701,1e-10,2.31897435897436e-09,1.32631578947368e-09,1251,"tags=30%, list=13%, signal=26%","CYP1B1/NLRP12/S100A12/HMOX1/CLEC7A/S100A9/LRRK2/S100A8/NFAM1/PPARGC1A/TNF/SGK1/NLRC4/KLF4/TRIB1/TLR4/NFKBIA/RGCC/TICAM2/HCK/NOD2/ADAM8/TNFAIP3/DDIT3/CDKN2A/HSPA1B/SLCO3A1/ARRB2/NEUROD2/NLRP3/RIPK2/BCL3/TLR2/TCF7L2/CX3CR1/SPI1/CARD16/ZC3H12A/CD36/ID2/NEUROD1/FLNA/HAVCR2/PRNP/CAPN3/TRIM8/HSPA1A/TRIM38/HIPK2/TRAF1/MYD88/CFLAR/MALT1/TMSB4X/ZBTB7A/ID1/SMAD3/TLR6/FLOT1/CHP1/HCLS1/CTNNB1/TRIM22/AIM2"
"GO:0043065","GO:0043065","positive regulation of apoptotic process",285,0.40226865189776,2.33174302281617,1e-10,2.31897435897436e-09,1.32631578947368e-09,1078,"tags=28%, list=11%, signal=25%","G0S2/CYP1B1/HMOX1/BCL2A1/BCL6/ADM/JUN/S100A9/LGALS2/S100A8/TNF/THBS1/CTSS/RHOB/CTSL/NLRC4/TLR4/CAPN2/RGCC/LILRB1/TNFSF10/PTGS2/CTSH/ATF3/IFIT2/VDR/MNDA/MCL1/BTG1/TNFRSF1B/ADAM8/ANXA1/PHLDA1/IGF2R/GADD45B/NACC2/CTSD/NR4A1/DDIT3/CDKN2A/GRN/DUSP6/STK17B/EMILIN2/TNFRSF10B/RIPK2/SQSTM1/ADAMTSL4/B4GALT1/RARG/PTPRC/RASSF2/P2RX7/TNFSF12/ZC3H12A/CAMK2D/PEA15/BCL2L11/NEUROD1/DEDD2/JAK2/NOTCH2/TXNIP/LYN/PRNP/SKIL/KLF11/TNFAIP8/BMF/CFLAR/FOXO1/HPGD/LTBR/SOD2/FOSL1/CALHM2/TIGAR/TLR6/LGALS1"
"GO:0071396","GO:0071396","cellular response to lipid",302,0.398960518802482,2.32686773283526,1e-10,2.31897435897436e-09,1.32631578947368e-09,1716,"tags=37%, list=18%, signal=31%","CXCL8/CYP1B1/GPBAR1/CD14/PTGFR/LILRB2/NCF1/TNF/PDK4/CES1/SGK1/CD68/SCIMP/TRIB1/TLR4/PADI2/PTAFR/ZFP36/CAPN2/NFKBIZ/CD86/BPI/LY96/NFKBIA/TICAM2/HCK/LILRB1/RXRA/VDR/NOD2/FBP1/TNFRSF1B/ANXA1/RARA/TNFAIP3/CCR5/FOS/AHR/VIM/HSPA1B/CD55/NLRP3/RIPK2/ADAM9/LILRA2/SIRPA/TLR2/MRC1/CX3CR1/SPI1/CXCL3/RARG/CARD16/SERPINF1/NR4A3/LPL/ZC3H12A/CASP1/CD36/LDLR/BCL2L11/PPBP/JAK2/ABCA1/CXCL2/HAVCR2/LYN/HSPA1A/LY86/MYD88/GBP2/CFLAR/MALT1/PTGER4/ZBTB7A/GRAMD1B/ZDHHC7/SRD5A1/PER1/NCOA3/PPARD/MAP2K3/TSPO/PAK1/PPP1R9B/ZFP36L1/DDIT4/PTPN22/KLF9/PDE4B/SYK/IRAK3/PRKCA/MAPK3/SELENOS/SBNO2/PRKCE/EP300/PTGER2/TICAM1/CD6/KMO/HDAC5/DDX5/CD40/ARID5A/GPR155/GBP5/INSIG1/IRF8/TRERF1"
"GO:0051345","GO:0051345","positive regulation of hydrolase activity",250,0.400751491804786,2.29970511983857,1e-10,2.31897435897436e-09,1.32631578947368e-09,1852,"tags=38%, list=19%, signal=31%","C5AR1/NLRP12/CR1/CLEC7A/S100A10/S100A9/S100A8/MEFV/TNF/CTSS/CTSL/NLRC4/TBC1D12/PSAP/RGS1/ARHGAP24/CD86/TNFSF10/PPP1R15A/CTSH/C9orf72/TBC1D9/VSIR/CTSD/TBC1D2/RASGRP4/NLRP1/SNX18/UACA/GRN/TBC1D8/NLRP3/RIPK2/LAPTM5/ARHGAP27/EVI5/PTPRC/RASGEF1B/SRGAP2/NDEL1/CASP1/GMIP/PPP1R15B/JAK2/CCL23/PLEK/LYN/TIAM1/HSPA1A/MALT1/ARAP1/RHOC/PREX1/PICALM/SMAD3/RIC1/ARHGAP45/RAPGEF1/FYN/CCR7/CASP8/GPR65/AIM2/SNX9/FAS/DOCK10/RAPGEF2/MAP4K4/PLCB2/GNA13/AGAP3/PRKCD/ABR/DOCK8/TANK/NR1H2/SYK/CORO1C/RAP1A/HIP1/ROCK1/SOS2/CD300A/ITK/CD40/PMAIP1/BBC3/PINK1/MTCH1/CD33/CALM1/DDX3X/PYCARD/PDPK1"
"GO:0051050","GO:0051050","positive regulation of transport",421,0.370453101685843,2.24239539965774,1e-10,2.31897435897436e-09,1.32631578947368e-09,1852,"tags=35%, list=19%, signal=29%","CD14/FCN1/PTX3/LRP1/LGALS3/CLEC7A/LILRA5/C2/S100A10/LRRK2/FPR2/S100A8/TNF/CCR1/SLC11A1/CES1/CTSS/SGK1/SIRPB1/CAMK1/TLR4/ITGAM/FGR/PTAFR/FCER1G/CEBPB/VMP1/NFKBIA/RGCC/RXRA/PTGS2/CFP/GABBR1/NOD2/ACSL1/RHOU/ADAM8/ANXA1/ANXA2/KCNQ1/IRS2/HIF1A/PTPRJ/ITGB2/FCGR2B/RETN/ARRB2/SDCBP/FCGR1A/ATP2B1/RAB31/ADAM9/LILRA2/SDC4/SIRPA/TLR2/TCF7L2/VEGFA/PTPRC/NR4A3/KCTD7/P2RX7/ABCA7/STAC3/ZC3H12A/CD36/PRKACA/IL4R/FLNA/JAK2/ABCA1/MERTK/CD300LF/PRNP/NADK/ADRB2/CREBL2/CAPN3/RAB8B/TMSB4X/MYO1C/EHD1/SMAD3/CD63/HLA-F/FLOT1/CHP1/PLK3/RIPOR1/SCAMP5/HCLS1/TSPO/RHOQ/FYN/TMEM30A/SMPD3/RAB29/DOCK2/CCR2/GAB2/EZR/P2RX1/PICK1/HLA-DRB1/CD151/ANO6/SLC26A6/PRKCB/PRKCD/GAS6/CDC42/NR1H2/SYK/RAB27A/B2M/IL2RB/GLRX/G6PD/FEZ1/MDM2/PRKCE/EP300/OAZ1/HIP1/TRPV2/MAP2K6/SERP1/MEF2A/KMO/FBXW7/STIM2/DGKD/BBC3/TGFB1/P2RX4/PINK1/CD33/ACTB/CALM1/PPP3CC/RAB5A/OSBPL8/P2RY2/ARF6/PYCARD/CAMK1D/PDPK1"
"GO:0048285","GO:0048285","organelle fission",305,-0.402381609095685,-2.22397676852311,1e-10,2.31897435897436e-09,1.32631578947368e-09,2155,"tags=41%, list=23%, signal=33%","ZSCAN21/NCAPD3/NUDC/ORC4/CALR/FBXO5/CEP97/MRE11/BCCIP/PINX1/ZW10/CHEK2/RAD54L/PCID2/AURKA/KIFC1/NDC80/NCAPD2/DDB1/LCMT1/ABRAXAS1/PTTG1/NUF2/KNL1/NCAPG2/BANF1/TUBG1/P3H4/KNSTRN/PGAM5/RPL10L/EHMT2/PRC1/MYO19/MIS12/POLDIP2/FANCD2/KNTC1/REC8/SPC24/TOP2A/PTTG3P/MAD2L2/KIF11/CENPF/SPAG5/CDK1/BORA/CDC23/PHB2/SPDL1/KLHDC3/NCAPH/SGO1/DRG1/CENPK/ANAPC7/CHAMP1/MSH5/CKS2/CDCA8/NFIA/DCAF13/NCAPG/RMI1/UBE2C/KIF2C/SPC25/CENPX/RAN/PLK1/RACGAP1/RAD51AP1/RAD51C/RRS1/CCNE2/MTFR2/CCNB1IP1/ZWINT/TPX2/CDCA5/SMC2/RAD51D/PSMC3IP/XRCC3/SEH1L/ZWILCH/FANCA/DSN1/BIRC5/KIF4A/RAD1/MTFP1/CENPI/CENPS/FIGNL1/CCNB1/NPM2/PRMT5/CCNB2/NDC1/MYBL2/BUB1B/BRIP1/RCC1/KATNB1/CDT1/MAD2L1/BUB1/EME1/RANBP1/FBXO43/MND1/CDC20/DLGAP5/KIF4B/HASPIN/RAD51/CCNE1/TRIP13/PDXP/RAD54B/CHEK1/CDCA2/DMC1/ANKLE1"
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis",415,-0.389677731810824,-2.22260079413359,1e-10,2.31897435897436e-09,1.32631578947368e-09,3836,"tags=67%, list=40%, signal=42%","RIOX2/NSA2/WDR75/NAF1/PRKRA/RPS13/NOL7/RPL35A/SRFBP1/EIF3F/MPHOSPH6/RPS11/GNL3L/RPS25/SF3B4/UTP3/HTATSF1/RPL13A/PRPF6/RPL38/DHX30/RPS14/TRMT61B/YTHDF2/EIF3J/XRCC5/NGDN/RPL24/SF3A3/DHX37/NOL9/NOL10/PIH1D1/SRSF9/BUD23/RPS16/SNRNP200/UTP18/RPL26/EIF3D/SF3B5/GTF3A/XPO1/RPS19/RPS15/METTL16/RIOK2/RPS15A/POP5/MPHOSPH10/EIF3I/PUF60/DHX9/NCBP1/EIF3E/EXOSC7/ERCC2/ZNHIT3/RPL6/SF3B6/LTV1/MPV17L2/DDX56/BMS1/DDX18/EIF1AX/GTPBP10/SNU13/METTL5/SART3/TAF9/METTL17/NOA1/MRPL20/TRMT112/GCFC2/EIF3L/HSP90AA1/ESF1/GNL2/RPS4X/PHF5A/PSIP1/RPL14/NSUN5P1/RPL7/RPS28/NUP88/RPS8/LSM4/DDX23/EIF3M/RPS24/FTSJ3/MRPS7/PWP1/NGRN/MTERF3/EXOSC9/RRP8/ZNHIT6/C1orf131/WDR43/FCF1/MRM2/USP39/RPL35/GTPBP4/RPS12/EIF5B/RPL26L1/ZNF593/RPL5/RPS7/BUD13/SNRPB/RPS23/DDX20/RSL1D1/RPL7A/SNRPD3/RPS6/DDX54/DIMT1/SNRPG/RPL10A/NSUN5/RPS21/RPS3A/DDX28/UTP14C/SRPK1/RPS17/ZCCHC4/NOL8/SNRPC/TGS1/SNRPD2/TMA16/RPP38/DDX31/NOM1/RIOK1/NOC4L/WDR74/MALSU1/SF3A2/PRPF31/FASTKD2/CLNS1A/UTP15/RPL7L1/PWP2/DDX49/EFL1/RPSA/EIF3B/PRMT7/SRSF1/EIF2D/NOC2L/NOL6/MTG2/UTP11/EMG1/RPL10L/TBL3/WDR77/LSG1/DDX10/EXOSC3/METTL18/IMP4/NUFIP1/NUDT21/SERBP1/WDR36/SNRPF/NOP58/RRP7A/MDN1/SHQ1/HEATR1/RRP7BP/NOP2/POLR2D/NOL11/GEMIN6/TFB1M/PES1/BYSL/RPF2/PRPF19/EXOSC8/SUV39H1/IMP3/REXO4/SURF6/WDR12/RPLP0/LSM2/WDR46/RPS5/PRKDC/RPUSD4/TFB2M/RRP15/SNRPE/NIFK/PAK1IP1/DCAF13/GEMIN2/MAK16/PPAN/TSR1/RRP1B/SF3B3/PDCD11/ABCE1/MRM3/PELP1/UTP14A/RAN/ERI3/POP7/NPM1/HSP90AB1/TARBP2/MRPS2/RRS1/GEMIN4/URB2/NOP14/SNRPD1/EXOSC4/NHP2/GEMIN5/EXOSC2/GRWD1/DDX1/RRP1/ERI2/FBL/BRIX1/LAS1L/RUVBL1/UTP20/NOB1/RPUSD1/RRP9/PA2G4/NOLC1/RBFA/DKC1/WDR18/BOP1/UTP4/RUVBL2/ERAL1/PRMT5/NAT10/GAR1/NOP56/URB1/C1QBP/WDR3/MYBBP1A/EBNA1BP2/ZNF658/NIP7/RPP25/NOP16/MRTO4/NPM3/EXOSC5/RPP40/RCL1/NLE1/MRM1"
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis",480,0.359477079268836,2.20439945880498,1e-10,2.31897435897436e-09,1.32631578947368e-09,1625,"tags=33%, list=17%, signal=29%","MAFB/CXCL8/CYP1B1/C5AR1/HMOX1/BCL6/ADM/FN1/TNNT1/TGFBI/SAT1/TNF/THBS1/DUSP5/C3AR1/SLC24A4/RHOB/KLF4/TNFAIP2/RRAS/CAMK1/DUSP1/TYMP/CAPN2/CYBB/EPB41L3/ARHGAP24/RGCC/ITGAX/PLEC/PTGS2/CTSH/FMN1/ALOX5/BTG1/ZNF385A/MAPK7/JUNB/ADAM8/ANXA1/RARA/ANXA2/LFNG/NINJ1/TNFAIP3/NR4A1/KLF2/GRN/HIF1A/KIF26B/ITGB2/FAM20C/CELA1/TYROBP/MAP2K1/RECK/AGFG1/MMP19/EMILIN2/ADAM9/MAP3K3/BCL3/SDC4/EGR3/TLR2/B4GALT1/CX3CR1/CXCR4/TCIRG1/VEGFA/TNFSF13B/HK2/RARG/NFKB2/SERPINF1/HPSE/TNFSF14/AGTPBP1/HDAC9/ACVR1/ADGRA2/TNFSF12/PLXNB2/ZC3H12A/CD36/PRKACA/IL4R/BCL2L11/FLNA/RIPOR2/DUSP2/NOTCH2/JMJD6/VASP/SKIL/TMOD2/KDM6B/AKAP13/NBEAL2/CAPN3/RELT/KIF16B/HIPK2/KBTBD8/CFLAR/PLK2/CD9/RFX2/CC2D2A/ID1/EHD1/SMAD3/PRCP/HTATIP2/THBS3/EPGN/FLOT1/JAG1/FURIN/GATA3/RNF213/SEMA4A/CASP8/PTPN6/CTNNB1/SMPD3/CD53/VASH1/DOCK2/MYH9/CCR2/ADAM17/BMPR2/TGFBR2/GNA13/PRKCB/PTPN18/CALCRL/SYK/RNH1/PRKCA/MAPK3/RBPJ/CITED2/STAB1/SBNO2/STAT1/DOCK5/EP300/FMNL3/ST14/PPP1R16B/STK4/NOTCH1/MEF2A/ROCK1/NECTIN2/HIPK1/HDAC5/PLEKHO1"
"GO:0045597","GO:0045597","positive regulation of cell differentiation",392,0.36773377720291,2.20159652597426,1e-10,2.31897435897436e-09,1.32631578947368e-09,1329,"tags=30%, list=14%, signal=27%","BCL6/CR1/CLEC7A/ADM/VCAN/LILRB2/FN1/TNF/CCR1/RIN2/RRAS/CAMK1/TRIB1/ZFP36/CEBPB/CD101/CD83/NFKBIZ/CD86/SHTN1/RGCC/PTGS2/VDR/CEBPD/BTG1/VSIR/TNFRSF1B/ZNF385A/CD4/JUNB/ADAM8/ANXA1/RARA/ZBTB7B/HIF1A-AS2/GLIPR2/TNFSF9/PTCH2/FOS/NEDD9/LILRB4/EVI2B/HIF1A/MSR1/HSPA1B/FAM20C/SOCS3/TFE3/ARRB2/TYROBP/SDCBP/METRNL/MAP2K1/NEUROD2/NLRP3/RIPK2/NID1/S100B/EGR3/IL7R/TLR2/TCF7L2/NFKBID/CX3CR1/CXCR4/KLF10/SPI1/VEGFA/PTPRC/SERPINF1/TNFSF14/ACVR1/SLC6A6/LPL/PLXNB2/ZC3H12A/CD36/JUND/ID2/IL4R/NEUROD1/JAK2/RIPOR2/NOTCH2/NPTN/LYN/TIAM1/SKIL/CREBL2/HSPA1A/NUMB/ACVR1B/IL6ST/MALT1/HLA-DRA/SOD2/ISG15/SMAD3/RGS14/NCOA3/PPARD/JAG1/GATA3/S1PR2/HCLS1/TSPO/ATP11A/CASP8/CTNNB1/SYAP1/BMPR2/ZFP36L1/TGFBR2/DUSP10/FOXO3/RAPGEF2"
"GO:0034660","GO:0034660","ncRNA metabolic process",467,-0.380138886099997,-2.19779409926105,1e-10,2.31897435897436e-09,1.32631578947368e-09,3414,"tags=58%, list=36%, signal=39%","ELAC1/DHX37/DTWD2/NOL9/NOL10/PIH1D1/BUD23/RPS16/TRMT2A/UTP18/RPL26/GTF3A/RPS19/TRIT1/RPS15/METTL16/RIOK2/POP5/MPHOSPH10/NCBP1/EXOSC7/ERCC2/PUSL1/ZNHIT3/TRMT11/SRRT/ELP3/DDX56/KHSRP/BMS1/ELP2/DDX18/SNU13/MTOR/METTL5/QRSL1/TSEN54/SPOUT1/TRMT112/ESF1/RPL14/NSUN5P1/RPL7/RPS28/ZC3H7B/RPS8/GTF3C6/ZC3H8/GON7/FTSJ1/SMARCB1/RPS24/TOE1/FTSJ3/PWP1/EXOSC9/RRP8/TSEN15/ZNHIT6/INTS14/NCBP2/WDR43/FCF1/MRM2/TYW1B/RPL35/GTPBP4/VARS2/TRMT1L/GTF3C3/RPL5/DGCR8/RPS7/METTL3/RSL1D1/GATB/SSB/RPL7A/RPS6/DDX54/DIMT1/SMAD1/TARS2/TRNT1/RPL10A/GTF3C4/ELP5/NSUN5/DIS3L/TYW3/RPS21/UTP14C/RPS17/POLR3E/ZCCHC4/DTWD1/CDK7/TARBP1/CAVIN1/NOL8/RPP38/TRMT10A/RIOK1/RPP25L/NOC4L/YRDC/WDR74/SMARCA4/TRMT5/TSN/DUS4L/GTPBP3/UTP15/RPL7L1/PWP2/DDX49/SPIN1/TRMT13/INTS7/DARS2/AR/NOL6/GTF3C5/TPRKB/UTP11/EMG1/DUS3L/TBL3/PRORSD1P/PNPT1/ADAT2/ELP1/AARS2/INTS2/DDX10/OSGEPL1/AARSD1/EXOSC3/METTL18/IMP4/FARS2/FAM98A/PUS3/THG1L/METTL8/WDR36/GPAT2/TRIM71/TSEN2/NOP58/RRP7A/FAM98B/SHQ1/NCL/HEATR1/POLR2F/RRP7BP/ELP6/TRMT10C/NOP2/TRUB1/NOL11/GNL3/ZNF512B/TFB1M/PES1/LAGE3/BYSL/YARS2/RPF2/DTD2/EXOSC8/SUV39H1/IMP3/REXO4/WDR12/WDR46/NUP155/ALKBH8/PRKDC/RPUSD4/INTS13/TFB2M/RRP15/NIFK/DCAF13/MAK16/SLFN13/PPAN/TSR1/CTU2/RRP1B/GAS5/PDCD11/POP1/MRM3/PELP1/UTP14A/TP53RK/METTL2A/ERI3/MYB/POP7/TARBP2/WDR4/RRS1/HENMT1/QTRT1/GEMIN4/NOP14/POLR3D/EXOSC4/NHP2/TUT1/METTL2B/EXOSC2/DDX1/RRP1/ANKRD16/ERI2/FBL/MYCN/BRIX1/LAS1L/METTL1/DDX11/GATA2/UTP20/NOB1/LARS2/TP53/RPUSD1/WARS2/RRP9/PA2G4/POLR1B/NOLC1/RBFA/DKC1/EARS2/WDR18/BOP1/UTP4/NARS2/NAT10/GAR1/XPO5/PLD6/NOP56/FARSB/URB1/TRMT61A/POLR1E/WDR3/TRUB2/EBNA1BP2/PUS1/RPP25/MRTO4/NPM3/EXOSC5/WT1/FARSA/SARS2/RPP40/MARS2/RCL1/MRM1/PUS7/MYC"
"GO:0060284","GO:0060284","regulation of cell development",399,0.362814072715456,2.18090291737506,1e-10,2.31897435897436e-09,1.32631578947368e-09,1354,"tags=29%, list=14%, signal=26%","MAFB/S1PR3/BCL6/CR1/CLEC7A/VCAN/S100A10/LILRB2/FN1/LRRK2/NFAM1/TNF/LILRB3/CCR1/FGL2/TMEM176A/TRIB1/TLR4/TMEM176B/ZFP36/CEBPB/CD101/CD83/NFKBIZ/CD86/SHTN1/NFKBIA/LILRB1/VSIR/TNFRSF1B/CD4/JUNB/ADAM8/ANXA1/RARA/ANXA2/ZBTB7B/TNFSF9/FOS/TNFAIP6/NEDD9/LILRB4/EVI2B/GRN/HIF1A/HSPA1B/FCGR2B/TFE3/TYROBP/MAP2K1/CRTAM/RECK/NLRP3/RIPK2/CAMK4/EGR3/IL7R/TLR2/NFKBID/CX3CR1/CXCR4/KLF10/SPI1/VEGFA/RARG/PTPRC/SERPINF1/RASSF2/HDAC9/ADGRA2/IRF4/PLXNB2/ZC3H12A/ID2/KLF13/LDLR/IL4R/NOTCH2/IRF7/NPTN/GPR171/LYN/TIAM1/SKIL/BTG2/HSPA1A/NUMB/ACVR1B/IL6ST/MALT1/IRF1/HLA-DRA/ISG15/RGS14/JAG1/GATA3/S1PR2/HCLS1/TSPO/HOOK3/PRDM1/SEMA4A/CASP8/PTPN6/CTNNB1/CCR2/BMPR2/ZFP36L1/HLA-B/TGFBR2/DUSP10/FOXO3/RAPGEF2/HLA-DRB1/CHD7"
"GO:0072359","GO:0072359","circulatory system development",466,0.352196216878745,2.15243645587346,1e-10,2.31897435897436e-09,1.32631578947368e-09,1666,"tags=33%, list=17%, signal=29%","CXCL8/CYP1B1/C5AR1/HMOX1/LRP1/ADM/LMNA/FN1/TGFBI/SAT1/TNF/THBS1/SCUBE1/C3AR1/RIN2/RHOB/KLF4/TNFAIP2/RRAS/RGS2/TYMP/CRIP1/CYBB/ARHGAP24/CDKN1A/SLC8A1/RGCC/ADAP2/ITGAX/PLEC/PTGS2/CTSH/ALOX5/BTG1/TNFRSF1B/MAPK7/JUNB/ADAM8/ANXA1/RARA/ANXA2/BASP1/GAA/NINJ1/TNFAIP3/KCNQ1/NR4A1/KLF2/DDIT3/AHR/GRN/HIF1A/DUSP6/CELA1/SOCS3/ARRB2/MAP2K1/RECK/MMP19/ZFAND5/EMILIN2/MAP3K3/EGR3/TCF7L2/B4GALT1/CX3CR1/CXCR4/MYO1E/SPI1/VEGFA/PECAM1/HK2/SERPINF1/HPSE/HDAC9/ACVR1/ADGRA2/TNFSF12/ZC3H12A/ID2/LDLR/FLNA/NOTCH2/JMJD6/KDM6B/AKAP13/MICAL2/HIPK2/PDLIM2/CFLAR/FOXO1/PLK2/HPGD/CC2D2A/SOD2/FOSL1/MBD2/ID1/SMAD3/BICC1/PRCP/HTATIP2/MDM4/EPGN/JAG1/GATA3/MAP2K3/RNF213/PDLIM5/PRDM1/SEMA4A/CASP8/CTNNB1/VASH1/MYH9/CCR2/CDKN1B/BMPR2/ZFP36L1/TGFBR2/RAPGEF2/TIPARP/CHD7/GNA13/PRKCB/CALCRL/CDC42/SYK/RNH1/PRKCA/MAPK3/G6PD/RBPJ/CITED2/STAB1/MDM2/STAT1/EP300/FMNL3/RAP1A/PPP1R16B/PCSK5/STK4/HEXIM1/NOTCH1/MEF2A/ROCK1/HIPK1/HDAC5/QKI/SGPL1/KAT2B/CD40/ELK3"
"GO:0051301","GO:0051301","cell division",411,-0.375419714069317,-2.14499070320173,1e-10,2.31897435897436e-09,1.32631578947368e-09,2276,"tags=37%, list=24%, signal=29%","ASPM/BMI1/AURKB/MLLT3/RNF8/TADA2A/GNAI1/MPLKIP/NCAPD3/CDK7/NUDC/ORC4/HAUS4/SAC3D1/FBXO5/SGO2/ZW10/CHEK2/CKAP5/AURKA/KIFC1/NDC80/RBBP8/CETN2/NCAPD2/HAUS5/CCP110/PTTG1/NUF2/KNL1/ZNF830/PRDM15/SKA1/RPS3/NCAPG2/BLM/ITGB3BP/KNSTRN/ZC3HC1/TPRA1/PRC1/CIT/CDCA3/MYO19/MIS12/POLDIP2/CCND2/WDR5/LZTS2/KNTC1/SPC24/TOP2A/MICAL3/KAT14/MAD2L2/KIF11/CENPW/CENPF/SPAG5/DCLRE1A/CDK1/HAUS1/TUBA1B/BORA/CDC23/NUP37/SPDL1/PKP4/CCNG1/RAB11FIP3/NCAPH/SGO1/GNL3/ANAPC7/USP37/CKS2/CETN3/HMGA2/INTS13/E2F8/CDCA8/NCAPG/UBE2C/KIF2C/SPC25/E2F7/CENPX/IGF1R/RAN/PLK1/RACGAP1/CCNA2/CCNE2/LIG1/ZWINT/TIMELESS/CKS1B/FUT10/TPX2/CDCA5/SMC2/ANAPC1/SEH1L/ZWILCH/TUBB/HAUS7/CCNF/RUVBL1/CDC7/DSN1/BIRC5/SKA3/KIF4A/TIPIN/CENPS/CCNB1/KIF20A/OIP5/CCNB2/CDK2/BUB1B/BRIP1/RCC1/KATNB1/CDT1/MAD2L1/WEE1/BUB1/STMN1/CDC20/SMYD5/HELLS/LRRCC1/KIF4B/MIS18A/CCNE1/CDK4/PDXP/CDK6/CCND1/DYRK3/TAL1/KLHL13/CDCA2/MYH10/STOX1/CDC6/ERCC6L/CENPV/CDC25A/MYC/MDK"
