logFC	AveExpr	t	P.Value	adj.P.Val	B	group	gene
CD44	0.919941886082299	11.2015795559499	4.98473912175062	0.0104298224355274	0.561949390931831	-2.04653135719603	up	CD44
ANKZF1	-2.51943027863051	6.12455956831588	-4.98256172713464	0.0104442662789614	0.561949390931831	-2.04784904022405	down	ANKZF1
LRP2BP	-2.72909751692044	4.33978205829789	-4.97376096700511	0.0105029023228336	0.561949390931831	-2.05318182481448	down	LRP2BP
ATF6B	-0.803482862296304	7.21233405182654	-4.97236170849065	0.0105122629758883	0.561949390931831	-2.05403071605436	down	ATF6B
TMEM19	-1.29880213948459	5.14967865932184	-4.97192277940494	0.0105152014421116	0.561949390931831	-2.05429705962879	down	TMEM19
IER3	0.942742656689022	8.59912479316132	4.96285950219945	0.0105761071775177	0.561949390931831	-2.05980282837534	up	IER3
GPC5	-1.59141409322175	2.79392390768293	-4.95877787794869	0.0106036801289087	0.561949390931831	-2.06228616895637	down	GPC5
GLB1L	1.41095095609456	5.90001853736375	4.95726610718672	0.0106139155586234	0.561949390931831	-2.06320656463592	up	GLB1L
ANKMY1	1.56459451248228	5.38517818223123	4.94908483140875	0.0106695218799302	0.561949390931831	-2.0681931619727	up	ANKMY1
ST14	1.59939261940013	5.10796277652524	4.93769841181414	0.0107475211726386	0.561949390931831	-2.07514931310093	up	ST14
FAM168A	-0.81164080911281	7.10694501357569	-4.93362050927302	0.0107756291069683	0.561949390931831	-2.07764510133034	down	FAM168A
SCN7A	-1.96468490129577	3.58931109972672	-4.92846578774871	0.010811291052927	0.561949390931831	-2.08080335714344	down	SCN7A
LAMC3	2.67160657400543	4.15769355382522	4.92077425556486	0.0108647784950685	0.561949390931831	-2.08552301646463	up	LAMC3
ELL2	1.62908632821626	4.97498142714941	4.91450959292209	0.0109085882641992	0.561949390931831	-2.08937343392045	up	ELL2
FGF17	-1.36124891608246	4.67660614556249	-4.91026363116416	0.010938406660429	0.561949390931831	-2.091986333434	down	FGF17
RECQL4	0.840289095850978	7.2469691296971	4.90468257335317	0.0109777564206915	0.561949390931831	-2.09542480010042	up	RECQL4
RIMBP2	1.97244643969381	4.55542125136497	4.89452130077608	0.0110498552443134	0.561949390931831	-2.10169671484836	up	RIMBP2
RDH8	1.9290319718652	5.06323312678847	4.89421443357926	0.0110520418068963	0.561949390931831	-2.10188635786462	up	RDH8
LRRFIP2	0.819013362624289	7.85764756117351	4.8927077978937	0.011062785099158	0.561949390931831	-2.10281765277829	up	LRRFIP2
SYNGR4	2.3603132791983	3.8088760213819	4.88805058807993	0.0110960767430947	0.561949390931831	-2.10569849527973	up	SYNGR4
PHLDB1	-0.82659511181249	3.7075061105419	-4.87789156577056	0.0111691335446009	0.561949390931831	-2.11199358938368	down	PHLDB1
TNXB	-1.67558059274376	5.44324005278947	-4.87164727901559	0.0112143368882076	0.561949390931831	-2.11587036528486	down	TNXB
GRIA3	-1.43662113845865	3.74583291389059	-4.86354124457639	0.0112733595694743	0.561949390931831	-2.12091150994927	down	GRIA3
SERINC5	-0.874710644342668	7.88190445732883	-4.85948985076532	0.0113030046990303	0.561949390931831	-2.12343467700801	down	SERINC5
TRPC4	1.60879495866382	4.21861937287662	4.85655931298628	0.0113245090069881	0.561949390931831	-2.12526128538305	up	TRPC4
GJD2	1.19394397747234	6.69550112308428	4.85014923455323	0.0113717248392801	0.561960567574177	-2.1292610879912	up	GJD2
CCR1	0.822045127328764	8.98284073078331	4.83916238945679	0.0114532265419998	0.563658996772739	-2.13613077384209	up	CCR1
ICK	-1.73931518223156	4.82589935712454	-4.82983729171776	0.0115229749189524	0.564767446949802	-2.14197537363301	down	ICK
DCSTAMP	0.990499257180688	7.72522384107442	4.8145822869133	0.0116382257176127	0.568087923905838	-2.15156429055833	up	DCSTAMP
THSD7A	-1.77483056779522	4.50230643454544	-4.8050737760776	0.0117107914491658	0.568971258808134	-2.15755853871915	down	THSD7A
GNMT	1.07084581815508	4.86305109650839	4.79977491946616	0.0117514759533079	0.568971258808134	-2.16090480784312	up	GNMT
EHD3	1.21299645524901	4.99520952470601	4.78925692472656	0.0118327575410806	0.569917493643054	-2.1675593763448	up	EHD3
DUSP5	0.827393661287566	8.57027209701785	4.78493873243651	0.0118663312916733	0.569917493643054	-2.17029620072238	up	DUSP5
PTPRG	-1.09009566344566	5.39074250646008	-4.77232979565461	0.0119650487783181	0.572360073359627	-2.17830354574284	down	PTPRG
SQSTM1	0.883670365808756	11.6273691447321	4.76408944236192	0.0120301186563308	0.572760073569898	-2.18354946099642	up	SQSTM1
SLC39A2	-2.41227129261361	4.81312411986092	-4.75916721203251	0.01206919797137	0.572760073569898	-2.18668787332495	down	SLC39A2
NPBWR2	2.1050873482976	4.15844665046968	4.7455076377971	0.0121784798646039	0.575661820951769	-2.19541628175153	up	NPBWR2
SLC18A1	2.01425082459499	4.91095169505651	4.72845232895279	0.0123166698136371	0.576795482796121	-2.20635401752009	up	SLC18A1
FLVCR2	0.932686822212267	7.12919528329173	4.72769717650596	0.0123228335625661	0.576795482796121	-2.20683932000431	up	FLVCR2
PRSS50	-0.931521909737555	6.1642658361286	-4.72134227830501	0.0123748567852883	0.576795482796121	-2.21092674635031	down	PRSS50
APBB1	1.48048697738519	4.31757601962727	4.71884352276921	0.0123953874971656	0.576795482796121	-2.21253560402173	up	APBB1
IFT22	-1.78547131353884	5.11961726385571	-4.70420641482219	0.0125165095112426	0.577805725478608	-2.2219789358711	down	IFT22
TLR1	-0.816025908984694	5.34127991903798	-4.69688348408905	0.0125776613025152	0.577805725478608	-2.22671565103571	down	TLR1
GLRA3	0.836808730763289	5.70799071144361	4.68144284384407	0.0127078289515626	0.577805725478608	-2.23672997123328	up	GLRA3
CBLC	-0.761524808055874	3.35041328152946	-4.68090248003016	0.0127124147051583	0.577805725478608	-2.23708109411132	down	CBLC
KATNBL1	0.757126533362642	7.9924511243683	4.67837963914099	0.0127338519422246	0.577805725478608	-2.23872100151906	up	KATNBL1
PMEL	1.31835036128473	5.03083103756248	4.66029822727363	0.0128888222882465	0.577805725478608	-2.25050290409512	up	PMEL
RAG1	2.0691062982127	4.15656684329448	4.64031295243723	0.0130628582706164	0.577805725478608	-2.26358385466068	up	RAG1
TACR1	0.982855677184276	6.34967885399946	4.63908581713604	0.0130736396825806	0.577805725478608	-2.26438905814424	up	TACR1
PF4	1.61740877679067	5.20906153054175	4.63707938507478	0.013091291795292	0.577805725478608	-2.26570611026704	up	PF4
NPFF	-1.54617246876459	4.35499197456851	-4.63697923495372	0.0130921736711432	0.577805725478608	-2.26577186661283	down	NPFF
EDDM3B	1.55690468104909	2.4277288294234	4.63652559385916	0.0130961691539867	0.577805725478608	-2.26606973670011	up	EDDM3B
GCLM	0.885201700921501	10.7305707712972	4.63629238933659	0.0130982237148088	0.577805725478608	-2.26622287597422	up	GCLM
ATP8A2	1.45857216379242	5.36183379545315	4.62866516827805	0.0131656426720804	0.577805725478608	-2.27123610847452	up	ATP8A2
PLA2G1B	2.7245774560599	4.16501436713474	4.62531905848627	0.0131953563789566	0.577805725478608	-2.27343828753069	up	PLA2G1B
NRP1	1.44804769918401	6.54209528503128	4.61623162179436	0.0132764766151266	0.577805725478608	-2.27942777323664	up	NRP1
ZNF573	-0.944043814591304	5.25489889190708	-4.61280102589946	0.0133072619591871	0.577805725478608	-2.28169219627629	down	ZNF573
C19orf26	-1.80920829309989	3.51566281177087	-4.60415017595729	0.0133852888352715	0.577805725478608	-2.2874104636451	down	C19orf26
MMP19	2.59076284631904	5.62962774235454	4.59173284185966	0.0134982876631226	0.577805725478608	-2.29563878294665	up	MMP19
PQLC2	0.77224816981319	6.41879882241887	4.58590902485671	0.0135516945995839	0.577805725478608	-2.29950621637498	up	PQLC2
ABHD8	1.24910514962424	5.10158429491185	4.58379199438721	0.0135711739638197	0.577805725478608	-2.3009133914423	up	ABHD8
FBXO24	-1.54046161551161	5.32294052300934	-4.58355969308676	0.0135733135551126	0.577805725478608	-2.30106784316387	down	FBXO24
TTK	-0.77535781586429	9.53140455812975	-4.56988516154892	0.0137000060387301	0.577805725478608	-2.31017461889281	down	TTK
CDC25C	-0.821898020359595	6.89786004723508	-4.5646830252341	0.0137485898945599	0.577805725478608	-2.3136467703779	down	CDC25C
TRMT12	0.78122476913417	7.2381893103461	4.55035835857131	0.0138834852125282	0.577805725478608	-2.32322973199462	up	TRMT12
PRDM14	0.823524702120421	6.73012524872006	4.55024589846525	0.0138845507589218	0.577805725478608	-2.32330509382537	up	PRDM14
C7orf43	1.19893626281087	6.90613541676719	4.54706158209842	0.0139147641279057	0.577805725478608	-2.32543979788856	up	C7orf43
MGAM	-1.75875292712134	4.35898920165745	-4.54433424348111	0.0139407067720594	0.577805725478608	-2.3272694254044	down	MGAM
PTPN3	-1.74536605872596	5.49919429673295	-4.54255667822659	0.0139576475501677	0.577805725478608	-2.32846253248042	down	PTPN3
ARHGEF5	-1.94103535938404	4.84527693227254	-4.54250413886923	0.0139581486576307	0.577805725478608	-2.32849780464893	down	ARHGEF5
CYP2A13	-1.75010042967295	3.93385087162799	-4.53921300518508	0.0139895834163286	0.577805725478608	-2.33070816883765	down	CYP2A13
UGT2B17	2.09962711439102	3.16992313543952	4.53822718360494	0.0139990165050966	0.577805725478608	-2.33137059155782	up	UGT2B17
NOVA2	-1.02566183572007	5.06631519287559	-4.5376721155383	0.0140043313051359	0.577805725478608	-2.33174363713538	down	NOVA2
ZNF682	1.10496071566023	2.28346114170684	4.53692269493092	0.0140115110284134	0.577805725478608	-2.3322473788967	up	ZNF682
RGS2	0.736060535206007	7.6307516499074	4.50842521615615	0.0142879628896429	0.586532121302367	-2.35146874732839	up	RGS2
RARS2	-2.1616087306559	2.51507401932458	-4.50504406145904	0.0143212124274848	0.586532121302367	-2.35375788141132	down	RARS2
LSAMP	1.44716802343783	3.13964385829391	4.49645857483183	0.014406074283829	0.58799400122973	-2.35957868122085	up	LSAMP
C1orf61	-0.833240734941561	7.26453376755744	-4.47559198506216	0.0146149521477406	0.59396231066287	-2.37377495851367	down	C1orf61
ADAMTS3	1.40806924619503	4.38906257921293	4.46677102528011	0.0147043846607942	0.59396231066287	-2.37979715962461	up	ADAMTS3
TM7SF2	1.81897994520316	4.06061693616005	4.46417274144712	0.0147308575345198	0.59396231066287	-2.38157343095724	up	TM7SF2
SST	-1.94227729647135	4.67115199961138	-4.45781751975896	0.0147958588093272	0.59396231066287	-2.38592264556721	down	SST
CAMK4	-1.83359160146106	5.81921425283623	-4.45735212615316	0.0148006328771248	0.59396231066287	-2.38624139463474	down	CAMK4
RAB40AL	-0.822169571504239	3.1660307662672	-4.4498876128045	0.01487746747885	0.595048941737684	-2.39135862692447	down	RAB40AL
FKBP9	1.53258868364879	5.62464364845028	4.43036067380677	0.0150808251801217	0.599620775067214	-2.40478772220571	up	FKBP9
KIAA0513	1.39248272187995	5.97764139110818	4.42929217315004	0.0150920522865818	0.599620775067214	-2.405524334298	up	KIAA0513
TBC1D29	-0.96240304913857	5.6415360342895	-4.42164032857718	0.015172757526333	0.600831149858993	-2.41080484063594	down	TBC1D29
HTR1E	1.59036421613648	5.1060574715986	4.41618335555518	0.0152306412967918	0.601132802865785	-2.41457648380493	up	HTR1E
RBM34	1.21818512531774	4.3305518717915	4.39883700770477	0.0154164730609961	0.605584318004417	-2.42659778323776	up	RBM34
CDS1	-1.71351659506319	4.10644594124379	-4.3950904201572	0.0154569800361317	0.605584318004417	-2.42920067328292	down	CDS1
PDZRN4	-1.0108509627044	4.36432143171922	-4.39128705492727	0.0154982363621824	0.605584318004417	-2.43184535479496	down	PDZRN4
SLMO1	-1.0089219516	5.25348647464507	-4.3865753877287	0.0155495354287995	0.605584318004417	-2.43512490750236	down	SLMO1
GFM1	-1.76497074147214	4.16201939424961	-4.38226785767279	0.0155966192779798	0.605584318004417	-2.4381263407124	down	GFM1
SLC9A7	2.72470549723377	3.46712447880907	4.36628495898777	0.0157728785093927	0.607097695567095	-2.44928961796916	up	SLC9A7
APOB	1.2610756451872	5.26511934001369	4.35422630260114	0.0159075025693531	0.607097695567095	-2.45773979710637	up	APOB
VGLL1	-0.75759261771468	5.1564995723657	-4.3522721737994	0.0159294529540193	0.607097695567095	-2.45911142086801	down	VGLL1
KCNK12	-1.65597009252472	3.49039589217651	-4.34815092977104	0.0159758697259956	0.607097695567095	-2.46200623115979	down	KCNK12
LOX	1.0275795323427	5.0088047178067	4.34493222752394	0.0160122383100301	0.607097695567095	-2.46426903559327	up	LOX
C1orf105	-1.70939732262563	5.86905292485655	-4.33381068911459	0.0161386968340006	0.607097695567095	-2.47210085553552	down	C1orf105
CLEC4E	-1.31039737443481	4.31582571208142	-4.31905937142426	0.0163083489933071	0.607097695567095	-2.48252038986308	down	CLEC4E
FOXE1	1.34365112865637	4.55674416679989	4.31477062367388	0.0163580883767223	0.607097695567095	-2.48555650837984	up	FOXE1
WDR47	1.11252396620552	7.63613503739401	4.31091317623818	0.0164029867759119	0.607097695567095	-2.48828991083649	up	WDR47
GRIN2B	-0.769875161988891	5.77660005159443	-4.30315236507981	0.0164937827899506	0.607097695567095	-2.49379675833041	down	GRIN2B
TTC19	0.743834929273492	10.3043569859005	4.30293451950586	0.0164963404256397	0.607097695567095	-2.49395148007536	up	TTC19
CASS4	2.01081661908554	3.65537149496455	4.29938140919617	0.0165381256662865	0.607097695567095	-2.49647614381213	up	CASS4
CALY	1.16384976030872	4.7047590536354	4.29794832882369	0.0165550161591422	0.607097695567095	-2.49749501563488	up	CALY
PTPRO	0.895910531518151	11.6056888454228	4.29534529097775	0.0165857507798859	0.607097695567095	-2.49934656466171	up	PTPRO
IL5RA	-1.22788796377953	5.11803159603039	-4.29147228493697	0.0166316114661138	0.607097695567095	-2.50210354069413	down	IL5RA
P2RY14	1.79468280124388	4.11320950874929	4.28825695679603	0.0166698042123775	0.607097695567095	-2.50439425734645	up	P2RY14
SH2B3	0.758643912089406	8.92483468524291	4.28706107412918	0.0166840370926415	0.607097695567095	-2.50524668875066	up	SH2B3
ETV6	-0.827394454834049	7.36666343978141	-4.27440686381413	0.0168355706575605	0.607097695567095	-2.51428134922929	down	ETV6
KCNJ1	-0.950476484763899	4.96026175305931	-4.26657920931813	0.0169301623566156	0.607097695567095	-2.51988346247902	down	KCNJ1
CSF3	-0.832986643549099	3.96528605120534	-4.26580479591871	0.016939556425607	0.607097695567095	-2.52043825582646	down	CSF3
CRIP1	0.793020916654537	10.2985328227644	4.26506176240513	0.0169485759228704	0.607097695567095	-2.52097066322985	up	CRIP1
FRZB	-1.49474124852822	4.81472565860625	-4.2573369691765	0.0170426993445889	0.607097695567095	-2.52651122654279	down	FRZB
DSCR3	0.873839456164006	8.97859469654384	4.25578138947869	0.0170617318647037	0.607097695567095	-2.5276281719297	up	DSCR3
HGD	-1.08362228698145	5.36202228430391	-4.25430388046216	0.0170798336259742	0.607097695567095	-2.52868943800656	down	HGD
AGPAT4	1.03153516556412	6.21669913359555	4.25134047407931	0.0171162118289552	0.607097695567095	-2.53081910411704	up	AGPAT4
ZNF550	1.68566087080219	5.19259190688162	4.25100922223201	0.0171202841858822	0.607097695567095	-2.53105725181455	up	ZNF550
MARCH2	-0.750504773623908	6.06886003590525	-4.24559946159642	0.0171869614197294	0.607097695567095	-2.53494912334449	down	MARCH2
AICDA	1.87143672734546	4.35691952724699	4.24443999376886	0.0172012941929121	0.607097695567095	-2.53578390638502	up	AICDA
PTPRK	1.51014177156681	5.17798978852401	4.23885482738297	0.017270543476904	0.607097695567095	-2.53980824445167	up	PTPRK
KCTD15	0.722462783615921	8.31742473605406	4.23246174064357	0.0173502351772992	0.607097695567095	-2.54442119446551	up	KCTD15
IL17RA	-0.689168298058247	9.42389157641465	-4.23226836845345	0.0173526527201965	0.607097695567095	-2.54456083046764	down	IL17RA
CCDC106	2.23732365949188	5.09258563748983	4.22766682209067	0.0174103048564708	0.607097695567095	-2.54788552136337	up	CCDC106
HEYL	-0.899503210528084	5.27918322400248	-4.2251637388367	0.0174417654461806	0.607097695567095	-2.54969554545856	down	HEYL
PGAM2	1.18016695224618	4.20038039931578	4.22086112250742	0.017496008891501	0.607097695567095	-2.55280932638068	up	PGAM2
IL1RAPL2	0.995332728099981	6.79837579652702	4.21390998159972	0.0175840854398018	0.607097695567095	-2.55784646870868	up	IL1RAPL2
RBM5	0.679634267524969	9.2784259831872	4.20634162852586	0.017680608903693	0.607097695567095	-2.56334021072872	up	RBM5
WBP5	2.45969656428813	3.19194502530969	4.20344147184206	0.0177177703438903	0.607097695567095	-2.56544796919271	up	WBP5
TEX14	-2.13923110789402	4.08021409333018	-4.19421092411284	0.0178366934824557	0.607097695567095	-2.57216603009564	down	TEX14
TEX15	-1.71854771889872	4.82529480021161	-4.18090599657071	0.0180098565748191	0.607097695567095	-2.58187504229324	down	TEX15
TNFRSF4	-0.869480610275963	5.87758381515014	-4.17668539142636	0.018065222668592	0.607097695567095	-2.58496127095202	down	TNFRSF4
HK2	-0.747790923401544	9.35857136051654	-4.17509077590971	0.018086195823107	0.607097695567095	-2.58612809384758	down	HK2
NCR1	-1.38825574377577	5.06855233158328	-4.17185182494166	0.0181288890819538	0.607097695567095	-2.58849946217324	down	NCR1
PMCH	-1.96477191476866	3.95568607940086	-4.1710977328433	0.0181388468445683	0.607097695567095	-2.58905182184913	down	PMCH
USP9Y	-2.83687068087673	3.07201215007356	-4.16570550714598	0.0182102489585673	0.607097695567095	-2.59300437776775	down	USP9Y
VAMP4	1.0671371183854	7.45798358873945	4.16273705581345	0.0182497049398194	0.607097695567095	-2.59518241213722	up	VAMP4
ADRA1A	1.13747902771419	5.44719147971757	4.16013250217021	0.0182844113859499	0.607097695567095	-2.59709469118903	up	ADRA1A
KIF16B	-0.829960747655014	6.28900437471938	-4.15331732127923	0.0183756135355334	0.607097695567095	-2.60210395556197	down	KIF16B
PADI1	1.45353806783227	7.09162791588022	4.15172164990503	0.0183970485384683	0.607097695567095	-2.60327795324528	up	PADI1
SEMA3B	-2.61487737788536	4.7487933100247	-4.1464629605475	0.0184679093473208	0.607097695567095	-2.60715007920675	down	SEMA3B
PODXL2	-1.66972844164388	6.79487977542508	-4.14636922611356	0.0184691754835812	0.607097695567095	-2.60721914180877	down	PODXL2
ZC4H2	-1.10322722818863	5.10703523747087	-4.14384204351764	0.0185033524799426	0.607097695567095	-2.60908171568423	down	ZC4H2
GLCE	-1.01113310045166	6.17137751384833	-4.14157954625088	0.0185340164468916	0.607097695567095	-2.61075014640788	down	GLCE
ID1	-0.788449870985906	7.91340179356972	-4.14020277882366	0.0185527068025671	0.607097695567095	-2.61176584650491	down	ID1
JAM3	-1.02477438971673	5.8313280983837	-4.13441158283775	0.0186315815825721	0.607097695567095	-2.61604184116812	down	JAM3
ITIH1	0.743189714587317	4.93649180862073	4.13438864023823	0.0186318948809398	0.607097695567095	-2.61605879261101	up	ITIH1
LAT	0.773297032575577	8.83552814411902	4.13059185441502	0.0186838328745428	0.607097695567095	-2.61886535093136	up	LAT
CD200	0.849588275756851	5.7366288227406	4.12577458143564	0.0187499890125762	0.607097695567095	-2.62242983351725	up	CD200
SMPX	-1.08468444493479	2.57615722282234	-4.12427390122855	0.018770657277866	0.607097695567095	-2.62354106374549	down	SMPX
BMP8B	1.7132388754658	5.61316168890977	4.12181483011215	0.018804586126452	0.607097695567095	-2.6253628102567	up	BMP8B
IRS4	-2.30077216016566	4.79426865338197	-4.12153124352802	0.0188085037748666	0.607097695567095	-2.62557296622101	down	IRS4
MAP4K3	0.707729899145268	7.03791726678425	4.10865918850536	0.0189873959327722	0.607097695567095	-2.63512666647899	up	MAP4K3
HYAL4	1.701480553422	4.28779071699094	4.1063577389591	0.019019602545762	0.607097695567095	-2.63683784296516	up	HYAL4
PTCH1	-0.799015340611605	7.1363044975458	-4.10408079758315	0.019051532792286	0.607097695567095	-2.6385317026051	down	PTCH1
GC	-1.67910453040488	3.31711006703319	-4.09609118035785	0.0191641000545851	0.607097695567095	-2.64448246035738	down	GC
TIE1	1.36760079785171	2.68881481236832	4.09209846345488	0.0192206628173412	0.607097695567095	-2.64746044432892	up	TIE1
ZNF446	1.71523577184405	5.51251606083884	4.0767731424295	0.0194396971907378	0.607097695567095	-2.65891670494351	up	ZNF446
PEG3	1.79039641727238	5.3269479646356	4.07555879845169	0.0194571847763683	0.607097695567095	-2.6598262265244	up	PEG3
AMACR	1.37366201216442	5.87057727936284	4.06882453202137	0.0195545181237285	0.607097695567095	-2.66487474950552	up	AMACR
SSX3	1.46767157816347	5.41537462124329	4.06880453185144	0.0195548080914809	0.607097695567095	-2.66488975498422	up	SSX3
ADCY8	2.24153779492089	3.96166677440056	4.06847322542125	0.0195596122340187	0.607097695567095	-2.6651383336369	up	ADCY8
ALOX15	-1.21455418140406	3.16076747751251	-4.06403968803527	0.0196240419730103	0.607097695567095	-2.66846665851226	down	ALOX15
RDH16	-1.50287061895083	3.71237021401379	-4.06153231888798	0.0196605962329254	0.607097695567095	-2.67035050341342	down	RDH16
ZNF155	1.16345126545138	3.56984917751987	4.06136010243325	0.0196631100214692	0.607097695567095	-2.67047993408624	up	ZNF155
SLC27A2	-0.709544977016769	8.89759614642522	-4.05948529471825	0.0196905017403544	0.607097695567095	-2.67188929740047	down	SLC27A2
SORBS3	0.824745974626679	8.40766895562516	4.05076173751558	0.0198185792789451	0.607097695567095	-2.67845523199953	up	SORBS3
IL21R	0.901827126452212	5.78679833040821	4.04979471298598	0.0198328403245272	0.607097695567095	-2.67918390211298	up	IL21R
TUBB2B	-1.02886258638688	2.000633089062	-4.04753173008133	0.0198662629690823	0.607097695567095	-2.68088974191466	down	TUBB2B
TNFRSF21	0.783706865624669	9.91881821138177	4.04663503459861	0.0198795257968535	0.607097695567095	-2.68156592122632	up	TNFRSF21
DSC3	0.653961514392983	5.99821184308053	4.03939804070735	0.01998696854736	0.607097695567095	-2.68702836268235	up	DSC3
CXCL8	1.28586402838545	10.8403984334421	4.03910660192077	0.0199913103695668	0.607097695567095	-2.68724853203035	up	CXCL8
CCR4	-1.35712967420208	4.85620591929847	-4.03543120301724	0.0200461663123434	0.607097695567095	-2.69002641988589	down	CCR4
TG	1.5726140201993	5.86806567047431	4.03272910795067	0.0200866143258964	0.607097695567095	-2.69207019683574	up	TG
PPP1R13L	2.44779091673687	5.09471374619052	4.03085175755732	0.0201147760706546	0.607097695567095	-2.6934909213195	up	PPP1R13L
GEMIN8	-0.936099561308128	6.16582821414068	-4.02860906847486	0.0201484822287328	0.607097695567095	-2.6951889381744	down	GEMIN8
EIF2B1	-0.655754265400898	10.6486133327129	-4.02699236829392	0.0201728235169584	0.607097695567095	-2.69641354764262	down	EIF2B1
CAPN2	0.710656623984656	11.9666018989004	4.02686951914575	0.0201746746391519	0.607097695567095	-2.69650662161528	up	CAPN2
C11orf30	0.7034331606847	6.08991690619311	4.02591216358218	0.0201891075160847	0.607097695567095	-2.69723203238314	up	C11orf30
SPTA1	1.12131390358363	5.36260491054239	4.01893202694504	0.0202947253516115	0.607097695567095	-2.70252593668601	up	SPTA1
KIR2DL4	0.861262780110499	5.90216927768788	4.01811704610642	0.0203071014885514	0.607097695567095	-2.70314459898262	up	KIR2DL4
RAB13	0.719136569760128	9.87526679766744	4.01673291082221	0.0203281420838889	0.607097695567095	-2.70419558265741	up	RAB13
KMT2D	-1.09393658867868	4.70809802096916	-4.01401167114416	0.0203695869999207	0.607097695567095	-2.70626282678044	down	KMT2D
MUC1	0.698550802695281	6.41400818952671	4.01241549613455	0.0203939456193353	0.607097695567095	-2.70747600250293	up	MUC1
PPP1R9A	-2.22628826320882	4.96130187899808	-3.99848997494146	0.0206079927321855	0.607097695567095	-2.7180792583889	down	PPP1R9A
IMPACT	-0.660385234611071	6.5463638135861	-3.9965005921214	0.0206387975181866	0.607097695567095	-2.71959683290161	down	IMPACT
DPP4	2.63270797895975	4.51790670514273	3.99542824705835	0.0206554259563651	0.607097695567095	-2.7204151485645	up	DPP4
GYG2	0.781736940075224	6.09582508308733	3.99350644960991	0.0206852679757089	0.607097695567095	-2.72188219934353	up	GYG2
TCEB3B	-1.75656516622533	4.26850154909671	-3.99324473081279	0.0206893361144069	0.607097695567095	-2.72208203948244	down	TCEB3B
SKAP1	-1.16602393960475	6.14348659803419	-3.98858811484084	0.0207618838263371	0.607097695567095	-2.72563971736772	down	SKAP1
KRT15	-1.27723030346256	3.47185489428745	-3.98604672640653	0.0208016099930668	0.607097695567095	-2.72758297637355	down	KRT15
HPD	-1.23277775569677	5.50528384619545	-3.98478907643547	0.0208213039194231	0.607097695567095	-2.72854505645654	down	HPD
LHX2	0.664606280963486	7.84058668283296	3.98403800315205	0.0208330761961473	0.607097695567095	-2.72911974846782	up	LHX2
CHGB	0.826025062696394	6.17878844660237	3.98192898677284	0.0208661767951094	0.607097695567095	-2.73073402220996	up	CHGB
MISP	-1.49418339847148	5.85768131925586	-3.98049474412023	0.0208887240845216	0.607097695567095	-2.73183226590031	down	MISP
FPR2	-0.661219093632914	8.15983392170448	-3.97881636353459	0.0209151476355584	0.607097695567095	-2.73311791851311	down	FPR2
KRT5	-1.53955906326951	5.10034305235547	-3.96247703742095	0.0211745559687161	0.613139261089289	-2.74566020569004	down	KRT5
CABP2	0.851692825162285	3.53557975075027	3.95691374110222	0.0212637867358089	0.614235810564102	-2.74994154196341	up	CABP2
MAPK11	-1.53760612041288	5.74631431018593	-3.95116331759897	0.0213565075551893	0.614884377249378	-2.75437270166916	down	MAPK11
ZNF671	-1.89662387615294	4.19216380949048	-3.94311588058215	0.0214871057792516	0.614884377249378	-2.76058383202431	down	ZNF671
CLEC10A	1.78273910474773	3.8470946575359	3.93713193420864	0.021584856303028	0.614884377249378	-2.76520985430569	up	CLEC10A
NGB	1.51996859467963	5.05281031147296	3.93622956798908	0.0215996444778054	0.614884377249378	-2.765908005873	up	NGB
ZNF529	-0.92777435083473	5.35965472920251	-3.93564124451488	0.021609292788746	0.614884377249378	-2.76636326446264	down	ZNF529
ABCB9	2.10290510005559	5.66102857193902	3.93424583319853	0.0216321983616904	0.614884377249378	-2.76744331512195	up	ABCB9
RIN2	1.40963881433113	5.27777199966462	3.933396714612	0.0216461512519431	0.614884377249378	-2.76810070539582	up	RIN2
KIAA1644	0.97515509911966	4.47457571856567	3.92997969880617	0.0217024128075569	0.615021693757282	-2.77074747880462	up	KIAA1644
ITGBL1	-2.29105813093972	4.92253394512995	-3.92200200628718	0.0218344708240114	0.616712035056526	-2.77693505877192	down	ITGBL1
PPBP	1.19083321005833	2.88367486915745	3.92015430152764	0.0218651979984921	0.616712035056526	-2.77836979026846	up	PPBP
ATP1B1	0.733275878863619	8.88399210731379	3.90567642735415	0.0221078207206127	0.617017609143871	-2.78963306019079	up	ATP1B1
JUN	0.790501061810978	9.35646890542599	3.90383531957088	0.0221389119421941	0.617017609143871	-2.7910680854795	up	JUN
ACVR1	0.635519000163709	8.45827101637825	3.90143235444044	0.0221795725933386	0.617017609143871	-2.79294196307366	up	ACVR1
FGFR4	0.669249719509535	6.39537734080386	3.89816803984835	0.0222349558919098	0.617017609143871	-2.79548920792536	up	FGFR4
CA11	-0.867927175104444	7.02967777014128	-3.89745458607091	0.0222470832684614	0.617017609143871	-2.79604619418927	down	CA11
SGSH	1.47646317308236	5.83873006841659	3.89612977339025	0.0222696242556015	0.617017609143871	-2.7970807062942	up	SGSH
KCNJ3	-0.871815237386189	5.75258353500577	-3.89575430405429	0.0222760177920717	0.617017609143871	-2.79737395833042	down	KCNJ3
OR2F1	2.69962381931631	5.93340738096521	3.89500479556617	0.022288787285739	0.617017609143871	-2.79795942160992	up	OR2F1
MMP17	-1.48857268578188	5.53619827647332	-3.89148544958584	0.022348867840192	0.6172519872999	-2.80070984544364	down	MMP17
